"combo","FoodCode.x","Food_Description","FoodCode.y","Food_Description.y","FoodCode.jitter","FoodCode"
"24167110_Chicken_wing_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS",24167110,"Chicken_wing_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS",NA,NA,NA,"24167110"
"24167110_Chicken_wing_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_WO_FAT",24167110,"Chicken_wing_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_WO_FAT",NA,NA,NA,"24167110"
"24167130_Chicken_wing_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_eaten",24167130,"Chicken_wing_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_eaten",NA,NA,NA,"24167130"
"24167135_Chicken_wing_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten",24167135,"Chicken_wing_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten",NA,NA,NA,"24167135"
"24198690_Chicken_patty_fillet_or_tenders_breaded_cooked_from_fast_food_restaurant",24198690,"Chicken_patty_fillet_or_tenders_breaded_cooked_from_fast_food_restaurant",NA,NA,NA,"24198690"
"24198700_Chicken_patty_fillet_or_tenders_breaded_cooked",24198700,"Chicken_patty_fillet_or_tenders_breaded_cooked",NA,NA,NA,"24198700"
"24198700_Chicken_patty_fillet_or_tenders_breaded_cooked",24198700,"Chicken_patty_fillet_or_tenders_breaded_cooked",NA,NA,NA,"24198700"
"24198720_Chicken_ground",24198720,"Chicken_ground",NA,NA,NA,"24198720"
"24198730_Chicken_nuggets_from_fast_food_restaurant",24198730,"Chicken_nuggets_from_fast_food_restaurant",NA,NA,NA,"24198730"
"24198740_Chicken_nuggets",24198740,"Chicken_nuggets",NA,NA,NA,"24198740"
"24198740_Chicken_nuggets",24198740,"Chicken_nuggets",NA,NA,NA,"24198740"
"24201000_Turkey_NFS",24201000,"Turkey_NFS",NA,NA,NA,"24201000"
"24201000_Turkey_NFS",24201000,"Turkey_NFS",NA,NA,NA,"24201000"
"24201010_Turkey_light_meat_cooked_NS_as_to_skin_eaten",24201010,"Turkey_light_meat_cooked_NS_as_to_skin_eaten",NA,NA,NA,"24201010"
"24201110_Turkey_light_meat_roasted_NS_as_to_skin_eaten",24201110,"Turkey_light_meat_roasted_NS_as_to_skin_eaten",NA,NA,NA,"24201110"
"24201120_Turkey_light_meat_roasted_skin_not_eaten",24201120,"Turkey_light_meat_roasted_skin_not_eaten",NA,NA,NA,"24201120"
"24201120_Turkey_light_meat_roasted_skin_not_eaten",24201120,"Turkey_light_meat_roasted_skin_not_eaten",NA,NA,NA,"24201120"
"24201220_Turkey_dark_meat_roasted_skin_not_eaten",24201220,"Turkey_dark_meat_roasted_skin_not_eaten",NA,NA,NA,"24201220"
"24201310_Turkey_light_and_dark_meat_roasted_NS_as_to_skin_eaten",24201310,"Turkey_light_and_dark_meat_roasted_NS_as_to_skin_eaten",NA,NA,NA,"24201310"
"24201310_Turkey_light_and_dark_meat_roasted_NS_as_to_skin_eaten",24201310,"Turkey_light_and_dark_meat_roasted_NS_as_to_skin_eaten",NA,NA,NA,"24201310"
"24201400_Turkey_light_or_dark_meat_stewed_NS_as_to_skin_eaten",24201400,"Turkey_light_or_dark_meat_stewed_NS_as_to_skin_eaten",NA,NA,NA,"24201400"
"24201400_Turkey_light_or_dark_meat_stewed_NS_as_to_skin_eaten",24201400,"Turkey_light_or_dark_meat_stewed_NS_as_to_skin_eaten",NA,NA,NA,"24201400"
"24202600_Turkey_neck_cooked",24202600,"Turkey_neck_cooked",NA,NA,NA,"24202600"
"24207000_Turkey_ground",24207000,"Turkey_ground",NA,NA,NA,"24207000"
"24207000_Turkey_ground",24207000,"Turkey_ground",NA,NA,NA,"24207000"
"24208500_Turkey_bacon_cooked",24208500,"Turkey_bacon_cooked",NA,NA,NA,"24208500"
"24300110_Duck_cooked_skin_eaten",24300110,"Duck_cooked_skin_eaten",NA,NA,NA,"24300110"
"24301010_Duck_roasted_skin_eaten",24301010,"Duck_roasted_skin_eaten",NA,NA,NA,"24301010"
"24301010_Duck_roasted_skin_eaten",24301010,"Duck_roasted_skin_eaten",NA,NA,NA,"24301010"
"25210110_Frankfurter_wiener_or_hot_dog_NFS",25210110,"Frankfurter_wiener_or_hot_dog_NFS",NA,NA,NA,"25210110"
"25210110_Frankfurter_wiener_or_hot_dog_NFS",25210110,"Frankfurter_wiener_or_hot_dog_NFS",NA,NA,NA,"25210110"
"25210210_Frankfurter_or_hot_dog_beef",25210210,"Frankfurter_or_hot_dog_beef",NA,NA,NA,"25210210"
"25210210_Frankfurter_or_hot_dog_beef",25210210,"Frankfurter_or_hot_dog_beef",NA,NA,NA,"25210210"
"25210220_Frankfurter_or_hot_dog_beef_and_pork",25210220,"Frankfurter_or_hot_dog_beef_and_pork",NA,NA,NA,"25210220"
"25210220_Frankfurter_or_hot_dog_beef_and_pork",25210220,"Frankfurter_or_hot_dog_beef_and_pork",NA,NA,NA,"25210220"
"25210290_Frankfurter_or_hot_dog_meat_and_poultry_reduced_fat_or_light",25210290,"Frankfurter_or_hot_dog_meat_and_poultry_reduced_fat_or_light",NA,NA,NA,"25210290"
"25210410_Frankfurter_or_hot_dog_turkey",25210410,"Frankfurter_or_hot_dog_turkey",NA,NA,NA,"25210410"
"25210610_Frankfurter_or_hot_dog_beef_lowfat",25210610,"Frankfurter_or_hot_dog_beef_lowfat",NA,NA,NA,"25210610"
"25210620_Frankfurter_or_hot_dog_beef_reduced_fat_or_light",25210620,"Frankfurter_or_hot_dog_beef_reduced_fat_or_light",NA,NA,NA,"25210620"
"25220105_Beef_sausage",25220105,"Beef_sausage",NA,NA,NA,"25220105"
"25220350_Bratwurst",25220350,"Bratwurst",NA,NA,NA,"25220350"
"25220410_Bologna_NFS",25220410,"Bologna_NFS",NA,NA,NA,"25220410"
"25220410_Bologna_NFS",25220410,"Bologna_NFS",NA,NA,NA,"25220410"
"25220430_Bologna_beef",25220430,"Bologna_beef",NA,NA,NA,"25220430"
"25220710_Chorizo",25220710,"Chorizo",NA,NA,NA,"25220710"
"25220710_Chorizos",25220710,"Chorizos",NA,NA,NA,"25220710"
"25221250_Pepperoni",25221250,"Pepperoni",NA,NA,NA,"25221250"
"25221250_Pepperoni",25221250,"Pepperoni",NA,NA,NA,"25221250"
"25221310_Polish_sausage",25221310,"Polish_sausage",NA,NA,NA,"25221310"
"25221350_Italian_sausage",25221350,"Italian_sausage",NA,NA,NA,"25221350"
"25221350_Italian_sausage",25221350,"Italian_sausage",NA,NA,NA,"25221350"
"25221400_Sausage_not_cold_cut_NFS",25221400,"Sausage_not_cold_cut_NFS",NA,NA,NA,"25221400"
"25221400_Sausage_not_cold_cut_NFS",25221400,"Sausage_not_cold_cut_NFS",NA,NA,NA,"25221400"
"25221405_Pork_sausage",25221405,"Pork_sausage",NA,NA,NA,"25221405"
"25221410_Pork_sausage_fresh_bulk_patty_or_link_cooked",25221410,"Pork_sausage_fresh_bulk_patty_or_link_cooked",NA,NA,NA,"25221410"
"25221420_Pork_sausage_brown_and_serve_cooked",25221420,"Pork_sausage_brown_and_serve_cooked",NA,NA,NA,"25221420"
"25221460_Pork_and_beef_sausage",25221460,"Pork_and_beef_sausage",NA,NA,NA,"25221460"
"25221500_Salami_NFS",25221500,"Salami_NFS",NA,NA,NA,"25221500"
"25221500_Salami_NFS",25221500,"Salami_NFS",NA,NA,NA,"25221500"
"25221520_Salami_dry_or_hard",25221520,"Salami_dry_or_hard",NA,NA,NA,"25221520"
"25221830_Turkey_or_chicken_sausage",25221830,"Turkey_or_chicken_sausage",NA,NA,NA,"25221830"
"25221860_Turkey_or_chicken_sausage_reduced_fat",25221860,"Turkey_or_chicken_sausage_reduced_fat",NA,NA,NA,"25221860"
"25221860_Turkey_sausage_reduced_fat_brown_and_serve_cooked",25221860,"Turkey_sausage_reduced_fat_brown_and_serve_cooked",NA,NA,NA,"25221860"
"25221880_Turkey_or_chicken_pork_and_beef_sausage_reduced_fat",25221880,"Turkey_or_chicken_pork_and_beef_sausage_reduced_fat",NA,NA,NA,"25221880"
"25221920_Vienna_sausage_chicken_canned",25221920,"Vienna_sausage_chicken_canned",NA,NA,NA,"25221920"
"25230210_Ham_sliced_prepackaged_or_deli_luncheon_meat",25230210,"Ham_sliced_prepackaged_or_deli_luncheon_meat",NA,NA,NA,"25230210"
"25230210_Ham_sliced_prepackaged_or_deli_luncheon_meat",25230210,"Ham_sliced_prepackaged_or_deli_luncheon_meat",NA,NA,NA,"25230210"
"25230220_Ham_sliced_low_salt_prepackaged_or_deli_luncheon_meat",25230220,"Ham_sliced_low_salt_prepackaged_or_deli_luncheon_meat",NA,NA,NA,"25230220"
"25230230_Ham_sliced_extra_lean_prepackaged_or_deli_luncheon_meat",25230230,"Ham_sliced_extra_lean_prepackaged_or_deli_luncheon_meat",NA,NA,NA,"25230230"
"25230235_Ham_sliced_extra_lean_lower_sodium_prepackaged_or_deli_luncheon_meat",25230235,"Ham_sliced_extra_lean_lower_sodium_prepackaged_or_deli_luncheon_meat",NA,NA,NA,"25230235"
"25230310_Chicken_or_turkey_loaf_prepackaged_or_deli_luncheon_meat",25230310,"Chicken_or_turkey_loaf_prepackaged_or_deli_luncheon_meat",NA,NA,NA,"25230310"
"25230310_Chicken_or_turkey_loaf_prepackaged_or_deli_luncheon_meat",25230310,"Chicken_or_turkey_loaf_prepackaged_or_deli_luncheon_meat",NA,NA,NA,"25230310"
"25230530_Ham_and_pork_luncheon_meat_chopped_minced_pressed_spiced_canned",25230530,"Ham_and_pork_luncheon_meat_chopped_minced_pressed_spiced_canned",NA,NA,NA,"25230530"
"25230550_Ham_pork_and_chicken_luncheon_meat_chopped_minced_pressed_spiced_canned_reduced_sodium",25230550,"Ham_pork_and_chicken_luncheon_meat_chopped_minced_pressed_spiced_canned_reduced_sodium",NA,NA,NA,"25230550"
"25230790_Turkey_ham_sliced_extra_lean_prepackaged_or_deli_luncheon_meat",25230790,"Turkey_ham_sliced_extra_lean_prepackaged_or_deli_luncheon_meat",NA,NA,NA,"25230790"
"25230800_Turkey_ham",25230800,"Turkey_ham",NA,NA,NA,"25230800"
"25230840_Turkey_salami",25230840,"Turkey_salami",NA,NA,NA,"25230840"
"25230900_Turkey_or_chicken_breast_prepackaged_or_deli_luncheon_meat",25230900,"Turkey_or_chicken_breast_prepackaged_or_deli_luncheon_meat",NA,NA,NA,"25230900"
"25230900_Turkey_or_chicken_breast_prepackaged_or_deli_luncheon_meat",25230900,"Turkey_or_chicken_breast_prepackaged_or_deli_luncheon_meat",NA,NA,NA,"25230900"
"25230905_Turkey_or_chicken_breast_low_salt_prepackaged_or_deli_luncheon_meat",25230905,"Turkey_or_chicken_breast_low_salt_prepackaged_or_deli_luncheon_meat",NA,NA,NA,"25230905"
"25231110_Beef_sliced_prepackaged_or_deli_luncheon_meat",25231110,"Beef_sliced_prepackaged_or_deli_luncheon_meat",NA,NA,NA,"25231110"
"25231110_Beef_sliced_prepackaged_or_deli_luncheon_meat",25231110,"Beef_sliced_prepackaged_or_deli_luncheon_meat",NA,NA,NA,"25231110"
"26100100_Fish_NS_as_to_type_raw",26100100,"Fish_NS_as_to_type_raw",NA,NA,NA,"26100100"
"26100110_Fish_NS_as_to_type_cooked_NS_as_to_cooking_method",26100110,"Fish_NS_as_to_type_cooked_NS_as_to_cooking_method",NA,NA,NA,"26100110"
"26100120_Fish_NS_as_to_type_baked_or_broiled_made_with_oil",26100120,"Fish_NS_as_to_type_baked_or_broiled_made_with_oil",NA,NA,NA,"26100120"
"26100121_Fish_NS_as_to_type_baked_or_broiled_made_with_butter",26100121,"Fish_NS_as_to_type_baked_or_broiled_made_with_butter",NA,NA,NA,"26100121"
"26100123_Fish_NS_as_to_type_baked_or_broiled_made_without_fat",26100123,"Fish_NS_as_to_type_baked_or_broiled_made_without_fat",NA,NA,NA,"26100123"
"26100140_Fish_NS_as_to_type_coated_fried_made_with_oil",26100140,"Fish_NS_as_to_type_coated_fried_made_with_oil",NA,NA,NA,"26100140"
"26100160_Fish_NS_as_to_type_steamed",26100160,"Fish_NS_as_to_type_steamed",NA,NA,NA,"26100160"
"26100230_Fish_stick_patty_or_fillet_NS_as_to_type_breaded_or_battered_baked",26100230,"Fish_stick_patty_or_fillet_NS_as_to_type_breaded_or_battered_baked",NA,NA,NA,"26100230"
"26100270_Fish_stick_patty_or_nugget_from_restaurant_home_or_other_place",26100270,"Fish_stick_patty_or_nugget_from_restaurant_home_or_other_place",NA,NA,NA,"26100270"
"26107120_Catfish_baked_or_broiled_made_with_oil",26107120,"Catfish_baked_or_broiled_made_with_oil",NA,NA,NA,"26107120"
"26107140_Catfish_coated_fried_made_with_oil",26107140,"Catfish_coated_fried_made_with_oil",NA,NA,NA,"26107140"
"26109110_Cod_cooked_NS_as_to_cooking_method",26109110,"Cod_cooked_NS_as_to_cooking_method",NA,NA,NA,"26109110"
"26109120_Cod_baked_or_broiled_made_with_oil",26109120,"Cod_baked_or_broiled_made_with_oil",NA,NA,NA,"26109120"
"26109121_Cod_baked_or_broiled_made_with_butter",26109121,"Cod_baked_or_broiled_made_with_butter",NA,NA,NA,"26109121"
"26109123_Cod_baked_or_broiled_made_without_fat",26109123,"Cod_baked_or_broiled_made_without_fat",NA,NA,NA,"26109123"
"26109130_Cod_breaded_or_battered_baked",26109130,"Cod_breaded_or_battered_baked",NA,NA,NA,"26109130"
"26109130_Cod_coated_baked_or_broiled_made_with_oil",26109130,"Cod_coated_baked_or_broiled_made_with_oil",NA,NA,NA,"26109130"
"26109131_Cod_coated_baked_or_broiled_made_with_butter",26109131,"Cod_coated_baked_or_broiled_made_with_butter",NA,NA,NA,"26109131"
"26109140_Cod_coated_fried_made_with_oil",26109140,"Cod_coated_fried_made_with_oil",NA,NA,NA,"26109140"
"26109141_Cod_coated_fried_made_with_butter",26109141,"Cod_coated_fried_made_with_butter",NA,NA,NA,"26109141"
"26115123_Flounder_baked_or_broiled_made_without_fat",26115123,"Flounder_baked_or_broiled_made_without_fat",NA,NA,NA,"26115123"
"26115140_Flounder_coated_fried_made_with_oil",26115140,"Flounder_coated_fried_made_with_oil",NA,NA,NA,"26115140"
"26115160_Flounder_steamed_or_poached",26115160,"Flounder_steamed_or_poached",NA,NA,NA,"26115160"
"26117120_Haddock_baked_or_broiled_WO_FAT",26117120,"Haddock_baked_or_broiled_WO_FAT",NA,NA,NA,"26117120"
"26118020_Halibut_baked_or_broiled_made_with_oil",26118020,"Halibut_baked_or_broiled_made_with_oil",NA,NA,NA,"26118020"
"26119120_Herring_baked_or_broiled_fat_added_in_cooking",26119120,"Herring_baked_or_broiled_fat_added_in_cooking",NA,NA,NA,"26119120"
"26121121_Mackerel_baked_or_broiled_fat_not_added_in_cooking",26121121,"Mackerel_baked_or_broiled_fat_not_added_in_cooking",NA,NA,NA,"26121121"
"26121180_Mackerel_canned",26121180,"Mackerel_canned",NA,NA,NA,"26121180"
"26131120_Pompano_baked_or_broiled_fat_added_in_cooking",26131120,"Pompano_baked_or_broiled_fat_added_in_cooking",NA,NA,NA,"26131120"
"26131160_Pompano_steamed_or_poached",26131160,"Pompano_steamed_or_poached",NA,NA,NA,"26131160"
"26137100_Salmon_raw",26137100,"Salmon_raw",NA,NA,NA,"26137100"
"26137100_Salmon_raw",26137100,"Salmon_raw",NA,NA,NA,"26137100"
"26137110_Salmon_cooked_NS_as_to_cooking_method",26137110,"Salmon_cooked_NS_as_to_cooking_method",NA,NA,NA,"26137110"
"26137110_Salmon_cooked_NS_as_to_cooking_method",26137110,"Salmon_cooked_NS_as_to_cooking_method",NA,NA,NA,"26137110"
"26137120_Salmon_baked_or_broiled",26137120,"Salmon_baked_or_broiled",NA,NA,NA,"26137120"
"26137120_Salmon_baked_or_broiled_made_with_oil",26137120,"Salmon_baked_or_broiled_made_with_oil",NA,NA,NA,"26137120"
"26137120_Salmon_baked_or_broiled_W_BUTTER_NFS",26137120,"Salmon_baked_or_broiled_W_BUTTER_NFS",NA,NA,NA,"26137120"
"26137120_Salmon_baked_or_broiled_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS",26137120,"Salmon_baked_or_broiled_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS",NA,NA,NA,"26137120"
"26137120_Salmon_baked_or_broiled_WO_FAT",26137120,"Salmon_baked_or_broiled_WO_FAT",NA,NA,NA,"26137120"
"26137121_Salmon_baked_or_broiled_made_with_butter",26137121,"Salmon_baked_or_broiled_made_with_butter",NA,NA,NA,"26137121"
"26137122_Salmon_baked_or_broiled_made_with_margarine",26137122,"Salmon_baked_or_broiled_made_with_margarine",NA,NA,NA,"26137122"
"26137123_Salmon_baked_or_broiled_made_without_fat",26137123,"Salmon_baked_or_broiled_made_without_fat",NA,NA,NA,"26137123"
"26137140_Salmon_coated_fried_made_with_oil",26137140,"Salmon_coated_fried_made_with_oil",NA,NA,NA,"26137140"
"26137140_Salmon_floured_or_breaded_fried_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS",26137140,"Salmon_floured_or_breaded_fried_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS",NA,NA,NA,"26137140"
"26137160_Salmon_steamed_or_poached",26137160,"Salmon_steamed_or_poached",NA,NA,NA,"26137160"
"26137180_Salmon_canned",26137180,"Salmon_canned",NA,NA,NA,"26137180"
"26137180_Salmon_canned",26137180,"Salmon_canned",NA,NA,NA,"26137180"
"26137190_Salmon_smoked",26137190,"Salmon_smoked",NA,NA,NA,"26137190"
"26137190_Salmon_smoked",26137190,"Salmon_smoked",NA,NA,NA,"26137190"
"26139180_Sardines_canned_in_oil",26139180,"Sardines_canned_in_oil",NA,NA,NA,"26139180"
"26139180_Sardines_canned_in_oil",26139180,"Sardines_canned_in_oil",NA,NA,NA,"26139180"
"26153100_Tuna_fresh_raw",26153100,"Tuna_fresh_raw",NA,NA,NA,"26153100"
"26153100_Tuna_fresh_raw",26153100,"Tuna_fresh_raw",NA,NA,NA,"26153100"
"26153110_Tuna_fresh_cooked_NS_as_to_cooking_method",26153110,"Tuna_fresh_cooked_NS_as_to_cooking_method",NA,NA,NA,"26153110"
"26153120_Tuna_fresh_baked_or_broiled_fat_added_in_cooking",26153120,"Tuna_fresh_baked_or_broiled_fat_added_in_cooking",NA,NA,NA,"26153120"
"26155110_Tuna_canned_NS_as_to_oil_or_water_pack",26155110,"Tuna_canned_NS_as_to_oil_or_water_pack",NA,NA,NA,"26155110"
"26155110_Tuna_canned_NS_as_to_oil_or_water_pack",26155110,"Tuna_canned_NS_as_to_oil_or_water_pack",NA,NA,NA,"26155110"
"26155180_Tuna_canned_oil_pack",26155180,"Tuna_canned_oil_pack",NA,NA,NA,"26155180"
"26155180_Tuna_canned_oil_pack",26155180,"Tuna_canned_oil_pack",NA,NA,NA,"26155180"
"26155190_Tuna_canned_water_pack",26155190,"Tuna_canned_water_pack",NA,NA,NA,"26155190"
"26155190_Tuna_canned_water_pack",26155190,"Tuna_canned_water_pack",NA,NA,NA,"26155190"
"26158010_Tilapia_baked_or_broiled",26158010,"Tilapia_baked_or_broiled",NA,NA,NA,"26158010"
"26158010_Tilapia_baked_or_broiled_made_with_oil",26158010,"Tilapia_baked_or_broiled_made_with_oil",NA,NA,NA,"26158010"
"26158010_Tilapia_baked_or_broiled_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS",26158010,"Tilapia_baked_or_broiled_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS",NA,NA,NA,"26158010"
"26158011_Tilapia_baked_or_broiled_made_with_butter",26158011,"Tilapia_baked_or_broiled_made_with_butter",NA,NA,NA,"26158011"
"26158013_Tilapia_baked_or_broiled_made_without_fat",26158013,"Tilapia_baked_or_broiled_made_without_fat",NA,NA,NA,"26158013"
"26158030_Tilapia_coated_fried_made_with_oil",26158030,"Tilapia_coated_fried_made_with_oil",NA,NA,NA,"26158030"
"26205110_Octopus_cooked_NS_as_to_cooking_method",26205110,"Octopus_cooked_NS_as_to_cooking_method",NA,NA,NA,"26205110"
"26205160_Octopus_steamed",26205160,"Octopus_steamed",NA,NA,NA,"26205160"
"26213140_Squid_breaded_fried",26213140,"Squid_breaded_fried",NA,NA,NA,"26213140"
"26213140_Squid_coated_fried",26213140,"Squid_coated_fried",NA,NA,NA,"26213140"
"26213160_Squid_steamed_or_boiled",26213160,"Squid_steamed_or_boiled",NA,NA,NA,"26213160"
"26303160_Clams_steamed_or_boiled",26303160,"Clams_steamed_or_boiled",NA,NA,NA,"26303160"
"26305110_Crab_cooked_NS_as_to_cooking_method",26305110,"Crab_cooked_NS_as_to_cooking_method",NA,NA,NA,"26305110"
"26305121_Crab_baked_or_broiled_fat_not_added_in_cooking",26305121,"Crab_baked_or_broiled_fat_not_added_in_cooking",NA,NA,NA,"26305121"
"26305160_Crab_hard_shell_steamed",26305160,"Crab_hard_shell_steamed",NA,NA,NA,"26305160"
"26307140_Crab_soft_shell_coated_fried",26307140,"Crab_soft_shell_coated_fried",NA,NA,NA,"26307140"
"26311120_Lobster_baked_or_broiled_fat_added_in_cooking",26311120,"Lobster_baked_or_broiled_fat_added_in_cooking",NA,NA,NA,"26311120"
"26311121_Lobster_baked_or_broiled_fat_not_added_in_cooking",26311121,"Lobster_baked_or_broiled_fat_not_added_in_cooking",NA,NA,NA,"26311121"
"26313160_Mussels_steamed_or_poached",26313160,"Mussels_steamed_or_poached",NA,NA,NA,"26313160"
"26315100_Oysters_raw",26315100,"Oysters_raw",NA,NA,NA,"26315100"
"26319110_Shrimp_cooked_NS_as_to_cooking_method",26319110,"Shrimp_cooked_NS_as_to_cooking_method",NA,NA,NA,"26319110"
"26319110_Shrimp_cooked_NS_as_to_cooking_method",26319110,"Shrimp_cooked_NS_as_to_cooking_method",NA,NA,NA,"26319110"
"26319120_Shrimp_baked_or_broiled_made_with_oil",26319120,"Shrimp_baked_or_broiled_made_with_oil",NA,NA,NA,"26319120"
"26319121_Shrimp_baked_or_broiled_made_with_butter",26319121,"Shrimp_baked_or_broiled_made_with_butter",NA,NA,NA,"26319121"
"26319130_Shrimp_steamed_or_boiled",26319130,"Shrimp_steamed_or_boiled",NA,NA,NA,"26319130"
"26319130_Shrimp_steamed_or_boiled",26319130,"Shrimp_steamed_or_boiled",NA,NA,NA,"26319130"
"26319140_Shrimp_coated_fried_made_with_oil",26319140,"Shrimp_coated_fried_made_with_oil",NA,NA,NA,"26319140"
"27111050_Spaghetti_sauce_with_beef_or_meat_other_than_lamb_or_mutton_homemadestyle",27111050,"Spaghetti_sauce_with_beef_or_meat_other_than_lamb_or_mutton_homemadestyle",NA,NA,NA,"27111050"
"27111100_Beef_goulash",27111100,"Beef_goulash",NA,NA,NA,"27111100"
"27111410_Chili_con_carne_with_beans",27111410,"Chili_con_carne_with_beans",NA,NA,NA,"27111410"
"27111440_Chili_con_carne_with_beans_and_cheese",27111440,"Chili_con_carne_with_beans_and_cheese",NA,NA,NA,"27111440"
"27111500_Beef_sloppy_joe_no_bun",27111500,"Beef_sloppy_joe_no_bun",NA,NA,NA,"27111500"
"27112010_Salisbury_steak_with_gravy_mixture",27112010,"Salisbury_steak_with_gravy_mixture",NA,NA,NA,"27112010"
"27113300_Swedish_meatballs_with_cream_or_white_sauce_mixture",27113300,"Swedish_meatballs_with_cream_or_white_sauce_mixture",NA,NA,NA,"27113300"
"27115100_Steak_teriyaki_with_sauce_mixture",27115100,"Steak_teriyaki_with_sauce_mixture",NA,NA,NA,"27115100"
"27115100_Steak_teriyaki_with_sauce_mixture",27115100,"Steak_teriyaki_with_sauce_mixture",NA,NA,NA,"27115100"
"27116100_Beef_curry",27116100,"Beef_curry",NA,NA,NA,"27116100"
"27116200_Beef_with_barbecue_sauce_mixture",27116200,"Beef_with_barbecue_sauce_mixture",NA,NA,NA,"27116200"
"27120030_Ham_or_pork_with_barbecue_sauce_mixture",27120030,"Ham_or_pork_with_barbecue_sauce_mixture",NA,NA,NA,"27120030"
"27120030_Ham_or_pork_with_barbecue_sauce_mixture",27120030,"Ham_or_pork_with_barbecue_sauce_mixture",NA,NA,NA,"27120030"
"27121410_Chili_con_carne_with_beans_made_with_pork",27121410,"Chili_con_carne_with_beans_made_with_pork",NA,NA,NA,"27121410"
"27130100_Lamb_or_mutton_curry",27130100,"Lamb_or_mutton_curry",NA,NA,NA,"27130100"
"27141030_Spaghetti_sauce_with_poultry_homemade_style",27141030,"Spaghetti_sauce_with_poultry_homemade_style",NA,NA,NA,"27141030"
"27141500_Chili_con_carne_with_chicken_or_turkey_and_beans",27141500,"Chili_con_carne_with_chicken_or_turkey_and_beans",NA,NA,NA,"27141500"
"27141500_Chili_con_carne_with_chicken_or_turkey_and_beans",27141500,"Chili_con_carne_with_chicken_or_turkey_and_beans",NA,NA,NA,"27141500"
"27145000_Chicken_or_turkey_teriyaki_chicken_or_turkey_with_soy_based_sauce",27145000,"Chicken_or_turkey_teriyaki_chicken_or_turkey_with_soy_based_sauce",NA,NA,NA,"27145000"
"27145000_Chicken_or_turkey_teriyaki_chicken_or_turkey_with_soybased_sauce",27145000,"Chicken_or_turkey_teriyaki_chicken_or_turkey_with_soybased_sauce",NA,NA,NA,"27145000"
"27146000_Chicken_or_turkey_with_barbecue_sauce_skin_eaten",27146000,"Chicken_or_turkey_with_barbecue_sauce_skin_eaten",NA,NA,NA,"27146000"
"27146000_Chicken_or_turkey_with_barbecue_sauce_skin_eaten",27146000,"Chicken_or_turkey_with_barbecue_sauce_skin_eaten",NA,NA,NA,"27146000"
"27146010_Chicken_or_turkey_with_barbecue_sauce_skin_not_eaten",27146010,"Chicken_or_turkey_with_barbecue_sauce_skin_not_eaten",NA,NA,NA,"27146010"
"27146010_Chicken_or_turkey_with_barbecue_sauce_skin_not_eaten",27146010,"Chicken_or_turkey_with_barbecue_sauce_skin_not_eaten",NA,NA,NA,"27146010"
"27146050_Chicken_wing_with_hot_pepper_sauce",27146050,"Chicken_wing_with_hot_pepper_sauce",NA,NA,NA,"27146050"
"27146050_Chicken_wing_with_hot_pepper_sauce",27146050,"Chicken_wing_with_hot_pepper_sauce",NA,NA,NA,"27146050"
"27146050_Chicken_wing_with_hot_pepper_sauce_WO_FAT",27146050,"Chicken_wing_with_hot_pepper_sauce_WO_FAT",NA,NA,NA,"27146050"
"27146050_Chicken_wing_with_hot_pepper_sauce_WO_FAT",27146050,"Chicken_wing_with_hot_pepper_sauce_WO_FAT",NA,NA,NA,"27146050"
"27146100_Sweet_and_sour_chicken_or_turkey",27146100,"Sweet_and_sour_chicken_or_turkey",NA,NA,NA,"27146100"
"27146150_Chicken_curry",27146150,"Chicken_curry",NA,NA,NA,"27146150"
"27146150_Chicken_curry",27146150,"Chicken_curry",NA,NA,NA,"27146150"
"27146300_Chicken_or_turkey_parmigiana",27146300,"Chicken_or_turkey_parmigiana",NA,NA,NA,"27146300"
"27146350_Lemon_chicken_Chinese_style",27146350,"Lemon_chicken_Chinese_style",NA,NA,NA,"27146350"
"27146350_Orange_chicken",27146350,"Orange_chicken",NA,NA,NA,"27146350"
"27150100_Shrimp_curry",27150100,"Shrimp_curry",NA,NA,NA,"27150100"
"27150110_Shrimp_cocktail_shrimp_with_cocktail_sauce",27150110,"Shrimp_cocktail_shrimp_with_cocktail_sauce",NA,NA,NA,"27150110"
"27150170_Sweet_and_sour_shrimp",27150170,"Sweet_and_sour_shrimp",NA,NA,NA,"27150170"
"27150210_Fish_sauce_bagoong",27150210,"Fish_sauce_bagoong",NA,NA,NA,"27150210"
"27150230_Shrimp_scampi",27150230,"Shrimp_scampi",NA,NA,NA,"27150230"
